qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.1950248125380285,0.23462765109597264,0.23885538940737802,0.26657830999788434,0.24911150403558463,0.27398626574322654,0.18447340585971309
0.1950254237889826,0.23697994916737797,0.23462815917402705,0.24506952194664722,0.24500043907904692,0.26090032803860996,0.17615993823023518
0.19630910287156644,0.23248495319857826,0.23248444043670108,0.24911150403558463,0.24300958713410242,0.2609080954790384,0.17614708026043846
0.19757418530911755,0.23885788482243098,0.23462765109597264,0.25111237053944485,0.24709443589001095,0.2627973960863587,0.1761484337751419
0.19757297857602724,0.23462815917402705,0.232483927673693,0.24300958713410242,0.2450602795929101,0.26088616328717423,0.1789669017346613
0.19502420128515863,0.23674995040490215,0.23462765109597264,0.2550660859285647,0.2450607660412706,0.26088616328717423,0.1761484337751419
0.1950248125380285,0.23251469145267575,0.23462663493656313,0.24094243105185262,0.24505930669329223,0.2627973960863587,0.1761484337751419
0.19757418530911755,0.23885489032123897,0.23675095745082392,0.2450602795929101,0.2450602795929101,0.2627973960863587,0.1761484337751419
0.19757418530911755,0.23248444043670108,0.2367504539283985,0.2627973960863587,0.25702431156336,0.26844768820136855,0.1789662356365714
0.19757418530911755,0.23462765109597264,0.24094094675965613,0.2550670206594262,0.24911102549725092,0.2721518674316478,0.1975735819434937
0.21918988277727158,0.25111284526387445,0.23885439123405705,0.24911054695799792,0.2530978906502125,0.26088616328717423,0.17614640349918656
0.21919151436050477,0.24910911133472333,0.23462815917402705,0.25896128555869674,0.247093953445291,0.26469482916150605,0.1761491105285935
0.2000904832245921,0.23675146097217845,0.2430090965797532,0.2409399572264452,0.24301007768746138,0.26279830331820775,0.17614775701909022
0.19757297857602724,0.23885538940737802,0.24300958713410242,0.25309600664030735,0.2511133199874066,0.26469482916150605,0.1761491105285935
0.20009107900061382,0.23885489032123897,0.23674995040490215,0.24911150403558463,0.2430090965797532,0.2627978497026747,0.1761491105285935
0.19757418530911755,0.23462714301681803,0.23248444043670108,0.25309741964905097,0.24094144152473762,0.2627973960863587,0.17896556953600237
0.19757418530911755,0.23248444043670108,0.23885538940737802,0.247093953445291,0.24300958713410242,0.26469482916150605,0.1761484337751419
0.1975735819434937,0.23675095745082392,0.23462714301681803,0.2450602795929101,0.2450602795929101,0.2627973960863587,0.1761484337751419
0.2050298724855727,0.24911246110949428,0.23885489032123897,0.24911006841782568,0.24506125248866553,0.26088662022664416,0.17614978727944508
0.20008869588588327,0.23675246801167488,0.23248341490955396,0.25896082522195085,0.24709443589001095,0.2811965891667842,0.18174232179146213
0.20503568664318222,0.2627951279930338,0.2430090965797532,0.24911054695799792,0.2530983616504975,0.2703063434936105,0.1761491105285935
0.20503219816840135,0.25506561856184945,0.2530978906502125,0.25309600664030735,0.24506125248866553,0.26279830331820775,0.17614775701909022
0.1975735819434937,0.24094292581388618,0.23462561877275268,0.2550665532944237,0.24300958713410242,0.27580587044845173,0.18174166586551435
0.19757478867289882,0.23462765109597264,0.24094193628880312,0.2847328700940791,0.26088753410318294,0.2627969424692597,0.17896556953600237
0.19757599539493362,0.23462663493656313,0.23248495319857826,0.25895990454600415,0.24709491833378897,0.26279830331820775,0.17614775701909022
0.1950235900303729,0.23462815917402705,0.23462663493656313,0.24911102549725092,0.24301007768746138,0.2665792043623927,0.17896490343295415
0.2050327795849866,0.26279830331820775,0.24911054695799792,0.25506748802357243,0.24910958987673415,0.2739867008350899,0.20257552728190056
